เส้นทางต้นทาง,สถานีต้นทาง,เส้นทางปลายทาง,สถานีปลายทาง,ค่าโดยสารหน่วยบาท
สายสุขุมวิท,Thong Lo,สายสีลม,Wongwian Yai,47
สายสุขุมวิท,Thong Lo,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Thong Lo,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Thong Lo,สายสีลม,Wutthakat,62
สายสุขุมวิท,Thong Lo,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Khu Khot,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Yaek Kor Por Aor,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Royal Thai Air Force Museum,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Bhumibol Adulyadej Hospital,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Saphan Mai,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Sai Yud,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phahon Yothin 59,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Wat Phra Sri Mahathat,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,11th Infantry Regiment,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Bang Bua,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Royal Forest Department,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Kasetsart University,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Sena Nikhom,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Ratchayothin,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phahon Yothin 24,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Ha Yaek Lat Phrao,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Mo Chit,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Saphan Khwai,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Sena Ruam*,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Ari,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Sanam Pao,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Victory Monument,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phaya Thai,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Ratchathewi,47
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Siam,43
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Chit Lom,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phloen Chit,35
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Nana,32
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Asok,28
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phrom Phong,25
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Thong Lo,17
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Ekkamai,17
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phra Khanong,17
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,On Nut,25
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Bang Chak,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Punnawithi,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Udom Suk,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Bang Na,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Bearing,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Samrong,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Pu Chao,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Chang Erawan,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Royal Thai Naval Academy,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Pak Nam,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Srinagarindra,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Phraek Sa,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Sai Luat,40
สายสุขุมวิท,Ekkamai,สายสุขุมวิท,Kheha,40
สายสุขุมวิท,Ekkamai,สายสีลม,National Stadium,47
สายสุขุมวิท,Ekkamai,สายสีลม,Ratchadamri,47
สายสุขุมวิท,Ekkamai,สายสีลม,Sala Daeng,47
สายสุขุมวิท,Ekkamai,สายสีลม,Chong Nonsi,47
สายสุขุมวิท,Ekkamai,สายสีลม,Saint Louis,47
สายสุขุมวิท,Ekkamai,สายสีลม,Surasak,47
สายสุขุมวิท,Ekkamai,สายสีลม,Saphan Taksin,47
สายสุขุมวิท,Ekkamai,สายสีลม,Krung Thon Buri,47
สายสุขุมวิท,Ekkamai,สายสีลม,Wongwian Yai,47
สายสุขุมวิท,Ekkamai,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Ekkamai,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Ekkamai,สายสีลม,Wutthakat,62
สายสุขุมวิท,Ekkamai,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Khu Khot,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Yaek Kor Por Aor,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Royal Thai Air Force Museum,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Bhumibol Adulyadej Hospital,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Saphan Mai,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Sai Yud,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phahon Yothin 59,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Wat Phra Sri Mahathat,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,11th Infantry Regiment,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Bang Bua,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Royal Forest Department,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Kasetsart University,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Sena Nikhom,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Ratchayothin,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phahon Yothin 24,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Ha Yaek Lat Phrao,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Mo Chit,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Saphan Khwai,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Sena Ruam*,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Ari,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Sanam Pao,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Victory Monument,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phaya Thai,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Ratchathewi,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Siam,47
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Chit Lom,43
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phloen Chit,40
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Nana,35
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Asok,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phrom Phong,28
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Thong Lo,25
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Ekkamai,17
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phra Khanong,17
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,On Nut,17
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Bang Chak,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Punnawithi,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Udom Suk,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Bang Na,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Bearing,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Samrong,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Pu Chao,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Chang Erawan,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Royal Thai Naval Academy,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Pak Nam,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Srinagarindra,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Phraek Sa,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Sai Luat,32
สายสุขุมวิท,Phra Khanong,สายสุขุมวิท,Kheha,32
สายสุขุมวิท,Phra Khanong,สายสีลม,National Stadium,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Ratchadamri,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Sala Daeng,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Chong Nonsi,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Saint Louis,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Surasak,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Saphan Taksin,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Krung Thon Buri,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Wongwian Yai,47
สายสุขุมวิท,Phra Khanong,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Phra Khanong,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Phra Khanong,สายสีลม,Wutthakat,62
สายสุขุมวิท,Phra Khanong,สายสีลม,Bang Wa,62 
สายสุขุมวิท,On Nut,สายสุขุมวิท,Khu Khot,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Yaek Kor Por Aor,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Royal Thai Air Force Museum,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Bhumibol Adulyadej Hospital,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Saphan Mai,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Sai Yud,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phahon Yothin 59,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Wat Phra Sri Mahathat,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,11th Infantry Regiment,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Bang Bua,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Royal Forest Department,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Kasetsart University,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Sena Nikhom,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Ratchayothin,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phahon Yothin 24,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Ha Yaek Lat Phrao,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Mo Chit,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Saphan Khwai,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Sena Ruam*,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Ari,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Sanam Pao,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Victory Monument,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phaya Thai,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Ratchathewi,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Siam,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Chit Lom,47
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phloen Chit,43
สายสุขุมวิท,On Nut,สายสุขุมวิท,Nana,40
สายสุขุมวิท,On Nut,สายสุขุมวิท,Asok,35
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phrom Phong,32
สายสุขุมวิท,On Nut,สายสุขุมวิท,Thong Lo,28
สายสุขุมวิท,On Nut,สายสุขุมวิท,Ekkamai,25
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phra Khanong,17
สายสุขุมวิท,On Nut,สายสุขุมวิท,On Nut,17
สายสุขุมวิท,On Nut,สายสุขุมวิท,Bang Chak,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Punnawithi,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Udom Suk,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Bang Na,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Bearing,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Samrong,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Pu Chao,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Chang Erawan,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Royal Thai Naval Academy,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Pak Nam,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Srinagarindra,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Phraek Sa,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Sai Luat,15
สายสุขุมวิท,On Nut,สายสุขุมวิท,Kheha,15
สายสุขุมวิท,On Nut,สายสีลม,National Stadium,47
สายสุขุมวิท,On Nut,สายสีลม,Ratchadamri,47
สายสุขุมวิท,On Nut,สายสีลม,Sala Daeng,47
สายสุขุมวิท,On Nut,สายสีลม,Chong Nonsi,47
สายสุขุมวิท,On Nut,สายสีลม,Saint Louis,47
สายสุขุมวิท,On Nut,สายสีลม,Surasak,47
สายสุขุมวิท,On Nut,สายสีลม,Saphan Taksin,47
สายสุขุมวิท,On Nut,สายสีลม,Krung Thon Buri,47
สายสุขุมวิท,On Nut,สายสีลม,Wongwian Yai,47
สายสุขุมวิท,On Nut,สายสีลม,Pho Nimit,62
สายสุขุมวิท,On Nut,สายสีลม,Talat Phlu,62
สายสุขุมวิท,On Nut,สายสีลม,Wutthakat,62
สายสุขุมวิท,On Nut,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Khu Khot,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Yaek Kor Por Aor,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Royal Thai Air Force Museum,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Bhumibol Adulyadej Hospital,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Saphan Mai,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Sai Yud,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phahon Yothin 59,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Wat Phra Sri Mahathat,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,11th Infantry Regiment,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Bang Bua,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Royal Forest Department,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Kasetsart University,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Sena Nikhom,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Ratchayothin,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phahon Yothin 24,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Ha Yaek Lat Phrao,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Mo Chit,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Saphan Khwai,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Sena Ruam*,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Ari,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Sanam Pao,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Victory Monument,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phaya Thai,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Ratchathewi,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Siam,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Chit Lom,62
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phloen Chit,58
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Nana,55
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Asok,50
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phrom Phong,47
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Thong Lo,43
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Ekkamai,40
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phra Khanong,32
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,On Nut,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Bang Chak,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Punnawithi,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Udom Suk,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Bang Na,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Bearing,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Samrong,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Pu Chao,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Chang Erawan,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Royal Thai Naval Academy,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Pak Nam,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Srinagarindra,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Phraek Sa,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Sai Luat,15
สายสุขุมวิท,Bang Chak,สายสุขุมวิท,Kheha,15
สายสุขุมวิท,Bang Chak,สายสีลม,National Stadium,62
สายสุขุมวิท,Bang Chak,สายสีลม,Ratchadamri,62
สายสุขุมวิท,Bang Chak,สายสีลม,Sala Daeng,62
สายสุขุมวิท,Bang Chak,สายสีลม,Chong Nonsi,62
สายสุขุมวิท,Bang Chak,สายสีลม,Saint Louis,62
สายสุขุมวิท,Bang Chak,สายสีลม,Surasak,62
สายสุขุมวิท,Bang Chak,สายสีลม,Saphan Taksin,62
สายสุขุมวิท,Bang Chak,สายสีลม,Krung Thon Buri,62
สายสุขุมวิท,Bang Chak,สายสีลม,Wongwian Yai,62
สายสุขุมวิท,Bang Chak,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Bang Chak,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Bang Chak,สายสีลม,Wutthakat,62
สายสุขุมวิท,Bang Chak,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Khu Khot,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Yaek Kor Por Aor,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Royal Thai Air Force Museum,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Bhumibol Adulyadej Hospital,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Saphan Mai,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Sai Yud,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phahon Yothin 59,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Wat Phra Sri Mahathat,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,11th Infantry Regiment,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Bang Bua,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Royal Forest Department,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Kasetsart University,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Sena Nikhom,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Ratchayothin,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phahon Yothin 24,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Ha Yaek Lat Phrao,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Mo Chit,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Saphan Khwai,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Sena Ruam*,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Ari,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Sanam Pao,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Victory Monument,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phaya Thai,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Ratchathewi,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Siam,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Chit Lom,62
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phloen Chit,58
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Nana,55
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Asok,50
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phrom Phong,47
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Thong Lo,43
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Ekkamai,40
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phra Khanong,32
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,On Nut,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Bang Chak,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Punnawithi,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Udom Suk,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Bang Na,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Bearing,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Samrong,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Pu Chao,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Chang Erawan,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Royal Thai Naval Academy,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Pak Nam,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Srinagarindra,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Phraek Sa,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Sai Luat,15
สายสุขุมวิท,Punnawithi,สายสุขุมวิท,Kheha,15
สายสุขุมวิท,Punnawithi,สายสีลม,National Stadium,62
สายสุขุมวิท,Punnawithi,สายสีลม,Ratchadamri,62
สายสุขุมวิท,Punnawithi,สายสีลม,Sala Daeng,62
สายสุขุมวิท,Punnawithi,สายสีลม,Chong Nonsi,62
สายสุขุมวิท,Punnawithi,สายสีลม,Saint Louis,62
สายสุขุมวิท,Punnawithi,สายสีลม,Surasak,62
สายสุขุมวิท,Punnawithi,สายสีลม,Saphan Taksin,62
สายสุขุมวิท,Punnawithi,สายสีลม,Krung Thon Buri,62
สายสุขุมวิท,Punnawithi,สายสีลม,Wongwian Yai,62
สายสุขุมวิท,Punnawithi,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Punnawithi,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Punnawithi,สายสีลม,Wutthakat,62
สายสุขุมวิท,Punnawithi,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Khu Khot,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Yaek Kor Por Aor,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Royal Thai Air Force Museum,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Bhumibol Adulyadej Hospital,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Saphan Mai,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Sai Yud,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phahon Yothin 59,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Wat Phra Sri Mahathat,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,11th Infantry Regiment,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Bang Bua,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Royal Forest Department,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Kasetsart University,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Sena Nikhom,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Ratchayothin,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phahon Yothin 24,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Ha Yaek Lat Phrao,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Mo Chit,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Saphan Khwai,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Sena Ruam*,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Ari,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Sanam Pao,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Victory Monument,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phaya Thai,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Ratchathewi,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Siam,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Chit Lom,62
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phloen Chit,58
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Nana,55
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Asok,50
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phrom Phong,47
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Thong Lo,43
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Ekkamai,40
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phra Khanong,32
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,On Nut,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Bang Chak,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Punnawithi,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Udom Suk,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Bang Na,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Bearing,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Samrong,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Pu Chao,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Chang Erawan,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Royal Thai Naval Academy,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Pak Nam,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Srinagarindra,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Phraek Sa,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Sai Luat,15
สายสุขุมวิท,Udom Suk,สายสุขุมวิท,Kheha,15
สายสุขุมวิท,Udom Suk,สายสีลม,National Stadium,62
สายสุขุมวิท,Udom Suk,สายสีลม,Ratchadamri,62
สายสุขุมวิท,Udom Suk,สายสีลม,Sala Daeng,62
สายสุขุมวิท,Udom Suk,สายสีลม,Chong Nonsi,62
สายสุขุมวิท,Udom Suk,สายสีลม,Saint Louis,62
สายสุขุมวิท,Udom Suk,สายสีลม,Surasak,62
สายสุขุมวิท,Udom Suk,สายสีลม,Saphan Taksin,62
